"ensembl_gene_id","schizo_sft8_minSize30_cutHeight0.15","schizo_sft8_minSize30_cutHeight0.2","schizo_sft8_minSize30_cutHeight0.25","schizo_sft8_minSize50_cutHeight0.15","schizo_sft8_minSize50_cutHeight0.2","schizo_sft8_minSize50_cutHeight0.25","schizo_sft9_minSize30_cutHeight0.15","schizo_sft9_minSize30_cutHeight0.2","schizo_sft9_minSize30_cutHeight0.25","schizo_sft9_minSize50_cutHeight0.15","schizo_sft9_minSize50_cutHeight0.2","schizo_sft9_minSize50_cutHeight0.25","schizo_sft10_minSize30_cutHeight0.15","schizo_sft10_minSize30_cutHeight0.2","schizo_sft10_minSize30_cutHeight0.25","schizo_sft10_minSize50_cutHeight0.15","schizo_sft10_minSize50_cutHeight0.2","schizo_sft10_minSize50_cutHeight0.25","bipolar_sft8_minSize30_cutHeight0.15","bipolar_sft8_minSize30_cutHeight0.2","bipolar_sft8_minSize30_cutHeight0.25","bipolar_sft8_minSize50_cutHeight0.15","bipolar_sft8_minSize50_cutHeight0.2","bipolar_sft8_minSize50_cutHeight0.25","bipolar_sft9_minSize30_cutHeight0.15","bipolar_sft9_minSize30_cutHeight0.2","bipolar_sft9_minSize30_cutHeight0.25","bipolar_sft9_minSize50_cutHeight0.15","bipolar_sft9_minSize50_cutHeight0.2","bipolar_sft9_minSize50_cutHeight0.25","bipolar_sft12_minSize30_cutHeight0.15","bipolar_sft12_minSize30_cutHeight0.2","bipolar_sft12_minSize30_cutHeight0.25","bipolar_sft12_minSize50_cutHeight0.15","bipolar_sft12_minSize50_cutHeight0.2","bipolar_sft12_minSize50_cutHeight0.25","bipolar_sft14_minSize30_cutHeight0.15","bipolar_sft14_minSize30_cutHeight0.2","bipolar_sft14_minSize30_cutHeight0.25","bipolar_sft14_minSize50_cutHeight0.15","bipolar_sft14_minSize50_cutHeight0.2","bipolar_sft14_minSize50_cutHeight0.25","mdd_sft9_minSize30_cutHeight0.15","mdd_sft9_minSize30_cutHeight0.2","mdd_sft9_minSize30_cutHeight0.25","mdd_sft9_minSize50_cutHeight0.15","mdd_sft9_minSize50_cutHeight0.2","mdd_sft9_minSize50_cutHeight0.25","mdd_sft10_minSize30_cutHeight0.15","mdd_sft10_minSize30_cutHeight0.2","mdd_sft10_minSize30_cutHeight0.25","mdd_sft10_minSize50_cutHeight0.15","mdd_sft10_minSize50_cutHeight0.2","mdd_sft10_minSize50_cutHeight0.25","mdd_sft11_minSize30_cutHeight0.15","mdd_sft11_minSize30_cutHeight0.2","mdd_sft11_minSize30_cutHeight0.25","mdd_sft11_minSize50_cutHeight0.15","mdd_sft11_minSize50_cutHeight0.2","mdd_sft11_minSize50_cutHeight0.25","mdd_sft12_minSize30_cutHeight0.15","mdd_sft12_minSize30_cutHeight0.2","mdd_sft12_minSize30_cutHeight0.25","mdd_sft12_minSize50_cutHeight0.15","mdd_sft12_minSize50_cutHeight0.2","mdd_sft12_minSize50_cutHeight0.25"
"ENSG00000110455","9","9","9","10","5","5","11","11","10","0","0","0","0","0","0","0","0","0","3","3","2","2","2","2","2","1","1","2","1","1","1","1","1","4","3","1","1","1","1","2","2","1","8","7","7","0","0","0","8","8","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000156787","19","15","15","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","14","12","9","2","2","2","13","10","9","11","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000143603","7","3","3","1","1","1","15","2","2","4","4","4","1","2","3","3","3","2","32","25","5","5","3","3","18","12","12","17","12","12","17","13","11","9","8","7","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000123091","2","2","2","2","2","2","1","1","1","1","1","1","3","3","1","2","2","1","3","3","2","2","2","2","2","1","1","2","1","1","1","1","1","4","3","1","1","1","1","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000123095","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000169629","7","3","3","4","3","3","24","16","14","4","4","4","1","2","3","3","3","2","4","4","5","3","2","2","1","2","2","1","2","2","6","4","1","2","2","1","1","1","1","3","3","1","1","1","1","1","1","1","3","3","3","5","2","3","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000123096","4","3","3","4","3","3","1","1","1","4","4","4","1","2","3","3","3","2","4","4","5","3","2","2","18","12","12","17","12","12","17","13","11","9","8","7","15","12","9","2","2","1","1","1","1","1","1","1","13","12","10","1","1","1","11","10","9","1","1","1","1","1","1","1","1","1"
"ENSG00000169627","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","4","6","4","4","9","4","3","3","6","6","13","11","9","0","0","0","0","0","0","0","0","0","9","5","5","8","7","7","11","10","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000169621","1","1","1","1","1","1","3","3","3","3","3","3","4","4","1","1","1","1","30","23","16","1","1","1","6","4","3","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","2","3","3","2","3","3","3","3","3","11","2","3","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000065621","14","5","5","10","5","5","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","2","2","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000164176","11","2","2","2","2","2","5","4","5","5","5","5","3","3","1","7","7","6","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","2","3","3","2","3","3","1","1","1","1","1","1","3","4","5","4","4","3","1","1","1","4","4","1"
"ENSG00000266302","25","17","17","0","0","0","23","15","13","0","0","0","0","0","0","0","0","0","3","3","2","2","2","2","26","1","1","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000197863","1","1","1","1","1","1","2","1","1","1","1","1","2","1","2","1","1","1","8","10","4","6","4","4","3","1","1","5","1","1","8","1","1","3","3","1","3","1","1","4","2","1","5","1","1","2","3","3","9","1","1","1","1","1","12","1","1","9","9","1","10","8","8","4","4","1"
"ENSG00000143845","1","1","1","1","1","1","7","6","4","1","1","1","11","10","4","4","4","3","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000143847","1","1","1","1","1","1","1","1","1","1","1","1","5","1","2","2","2","1","37","3","2","4","1","1","31","1","1","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000162065","13","3","3","7","3","3","7","6","4","7","7","7","11","10","4","0","0","0","4","4","5","6","4","4","3","1","1","5","1","1","1","1","1","3","3","1","3","1","1","4","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000153140","2","2","2","2","2","2","1","1","1","1","1","1","5","1","2","2","2","1","7","9","1","4","1","1","11","2","2","5","1","1","13","11","9","3","3","1","15","12","9","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000166716","3","4","4","3","4","4","13","7","8","2","2","2","6","5","5","0","0","0","2","2","3","11","6","3","8","3","4","6","3","3","3","3","3","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","2","2","2","5","2","3","2","2","2","3","3","1","2","2","2","2","2","2"
"ENSG00000153147","1","1","1","1","1","1","2","1","1","1","1","1","5","1","2","1","1","1","17","6","4","12","9","8","6","4","3","3","6","6","4","5","5","1","1","2","6","5","5","1","1","2","2","3","3","1","1","1","3","3","3","11","2","3","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000239697","8","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","29","12","9","2","2","2","13","10","9","11","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000108946","23","12","12","5","6","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000108947","26","18","13","1","1","1","3","3","3","3","3","3","2","1","2","1","1","1","8","10","4","6","4","4","6","4","3","3","6","6","2","2","2","1","1","2","6","5","5","1","1","2","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000184465","27","12","12","12","10","10","3","3","3","3","3","3","4","4","1","1","1","1","5","5","2","3","2","2","2","1","1","2","1","1","11","9","8","2","2","1","1","1","1","3","3","1","10","8","8","8","7","7","10","9","7","0","0","0","8","8","7","6","7","6","9","7","7","0","0","0"
"ENSG00000165996","6","8","8","6","7","6","9","9","9","8","8","8","9","8","7","6","6","5","6","6","4","6","4","4","9","4","3","3","6","6","4","5","5","0","0","0","0","0","0","0","0","0","3","2","2","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000165997","9","9","9","8","5","5","11","11","10","6","6","6","7","6","6","0","0","0","28","22","15","11","6","3","18","12","12","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000165995","4","3","3","7","3","3","15","2","2","4","4","4","1","2","3","3","3","2","8","10","4","6","4","4","3","1","1","5","1","1","8","1","1","3","3","1","1","1","1","4","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000163749","13","3","3","7","3","3","15","2","2","4","4","4","19","16","6","3","3","2","3","3","2","2","2","2","2","1","1","16","1","1","1","1","1","6","5","5","13","1","1","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000166763","20","6","6","2","2","2","7","6","4","7","7","7","11","10","4","2","2","1","7","9","1","4","1","1","11","2","2","1","2","2","9","2","2","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","5","5","4","6","6","4","7","5","3","5","5","4","6","3","3","6","6","5"
"ENSG00000141750","6","8","8","6","7","6","9","9","9","8","8","8","0","0","0","0","0","0","6","6","4","4","1","1","11","2","2","1","2","2","4","5","5","1","1","2","11","9","7","1","1","2","5","1","1","1","1","1","9","1","1","10","7","6","12","1","1","9","9","1","6","3","3","4","4","1"
"ENSG00000167842","6","8","8","6","7","6","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","2","2","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","5","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000055917","2","2","2","2","2","2","18","7","8","1","1","1","13","12","10","1","1","1","13","13","11","11","6","3","5","5","3","7","4","4","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000167840","1","1","1","1","1","1","2","1","1","1","1","1","3","3","1","1","1","1","1","1","1","1","1","1","6","4","3","1","2","2","2","2","2","1","1","2","0","0","0","0","0","0","5","1","1","5","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000183207","17","13","14","7","3","3","0","0","0","0","0","0","0","0","0","0","0","0","7","9","1","4","1","1","11","2","2","1","2","2","9","2","2","1","1","2","11","9","7","1","1","2","9","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000280123","5","7","7","5","6","7","0","0","0","0","0","0","8","7","4","0","0","0","6","6","4","6","4","4","9","4","3","3","6","6","13","11","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000115170","6","8","8","6","7","6","9","9","9","8","8","8","0","0","0","0","0","0","35","28","19","7","5","5","13","10","9","11","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000205476","1","1","1","1","1","1","3","3","3","3","3","3","2","1","2","1","1","1","12","8","8","13","10","9","14","5","3","12","4","4","4","5","5","5","4","3","4","4","4","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000257950","1","1","1","1","1","1","2","1","1","1","1","1","2","1","2","4","4","3","1","1","1","1","1","1","1","2","2","1","2","2","14","12","10","7","6","4","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000225953","8","6","6","7","3","3","20","2","2","4","4","4","1","2","3","3","3","2","3","3","2","2","2","2","2","1","1","2","1","1","1","1","1","4","3","1","1","1","1","2","2","1","13","1","1","1","1","1","2","2","2","3","4","5","2","2","2","3","3","1","2","2","2","2","2","2"
"ENSG00000160691","14","5","5","10","5","5","6","5","7","6","6","6","7","6","6","0","0","0","10","7","6","7","5","5","10","6","5","10","5","5","5","6","4","0","0","0","8","7","3","0","0","0","1","1","1","1","1","1","5","5","4","7","8","4","5","5","3","5","5","4","11","3","3","0","0","0"
"ENSG00000136935","1","1","1","1","1","1","5","4","5","5","5","5","4","4","1","1","1","1","22","17","12","1","1","1","12","8","7","18","13","13","2","2","2","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000008018","3","4","4","3","4","4","8","8","6","2","2","2","6","5","5","0","0","0","2","2","3","9","6","3","8","3","4","6","3","3","3","3","3","2","2","1","9","3","1","7","3","1","3","2","2","3","2","2","4","4","2","2","3","2","4","3","4","2","2","2","3","2","2","3","3","3"
"ENSG00000159335","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","2","2","1","12","8","8","4","1","1","14","5","3","12","4","4","10","8","7","5","4","3","4","4","4","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000182158","1","1","1","1","1","1","1","1","1","1","1","1","3","3","1","2","2","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","3","3","3","5","2","3","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000058335","8","6","6","7","3","3","15","2","2","4","4","4","1","2","3","3","3","2","4","4","5","2","2","2","3","1","1","2","1","1","1","1","1","4","3","1","1","1","1","6","5","1","2","3","3","1","1","1","3","3","3","12","2","3","6","7","3","10","10","8","5","3","3","1","1","1"
"ENSG00000136932","1","1","1","1","1","1","2","1","1","1","1","1","5","1","2","2","2","1","14","12","9","13","10","9","13","10","9","11","8","8","0","0","0","0","0","0","0","0","0","0","0","0","6","4","4","5","5","4","7","7","4","7","8","4","6","7","3","10","10","8","5","3","3","0","0","0"
"ENSG00000244625","7","3","3","4","3","3","20","2","2","4","4","4","1","2","3","3","3","2","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","4","2","2","4","4","2","2","2","2","3","4","5","2","2","2","3","3","1","2","2","2","2","2","2"
"ENSG00000132692","1","1","1","1","1","1","5","4","5","5","5","5","3","3","1","1","1","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000182154","18","14","13","5","6","7","7","6","4","7","7","7","8","7","4","1","1","1","6","6","4","2","2","2","5","5","3","7","4","4","10","8","7","5","4","3","0","0","0","0","0","0","6","4","4","1","1","1","5","5","4","6","6","4","5","5","3","5","5","4","5","3","3","4","4","1"
"ENSG00000126067","8","6","6","7","3","3","0","0","0","0","0","0","0","0","0","0","0","0","5","5","2","3","2","2","16","9","8","2","1","1","11","9","8","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000126062","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","4","6","4","4","9","4","3","3","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000010295","19","15","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","11","7","8","7","6","7","7","6","8","7","7","0","0","0","0","0","0","0","0","0","0","0","0","6","4","4","2","3","3","7","7","4","7","8","4","6","7","3","10","10","8","0","0","0","0","0","0"
"ENSG00000010292","27","12","12","12","10","10","5","4","5","1","1","1","2","1","2","1","1","1","1","1","1","4","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","2","3","3","2","3","3","1","1","1","1","1","1","3","4","5","1","1","1","1","1","1","5","5","4"
"ENSG00000196381","0","0","0","12","10","10","0","0","0","0","0","0","0","0","0","0","0","0","3","3","2","2","2","2","2","1","1","2","1","1","1","1","1","4","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000196387","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","2","2","3","9","6","3","8","3","4","6","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000164713","3","4","4","3","4","4","14","13","6","2","2","2","6","5","5","0","0","0","3","3","2","2","2","2","3","1","1","2","1","1","1","1","1","4","3","1","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000128513","2","2","2","2","2","2","1","1","1","1","1","1","5","1","2","2","2","1","4","4","5","10","8","4","5","5","3","7","4","4","6","4","1","11","4","3","0","0","0","0","0","0","6","4","4","1","1","1","7","7","4","7","8","4","6","7","3","1","1","1","5","3","3","4","4","1"
"ENSG00000128512","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","4","4","3","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000120727","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","2","17","14","7","16","9","8","15","11","11","0","0","0","0","0","0","0","0","0","0","0","0","9","5","5","6","2","5","4","4","2","4","5","2","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000120725","19","15","15","6","7","6","0","0","0","0","0","0","0","0","0","0","0","0","4","4","5","2","2","2","2","1","1","2","1","1","1","1","1","2","2","1","1","1","1","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000166507","9","9","9","0","0","0","11","11","10","0","0","0","0","0","0","0","0","0","12","8","8","13","10","9","14","5","3","12","4","4","0","0","0","0","0","0","0","0","0","0","0","0","8","7","7","0","0","0","8","8","6","0","0","0","0","0","0","0","0","0","8","6","6","0","0","0"
"ENSG00000196653","16","5","5","8","5","5","0","0","0","0","0","0","0","0","0","0","0","0","3","3","2","2","2","2","3","1","1","7","4","4","10","8","7","5","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000196652","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","10","4","6","4","4","6","4","3","3","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000178188","5","7","7","3","4","4","10","10","4","0","0","0","0","0","0","0","0","0","12","8","8","13","10","9","14","5","3","12","4","4","4","5","5","5","4","3","4","4","4","0","0","0","7","4","4","3","2","2","4","4","2","4","5","2","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000196656","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","6","4","3","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"ENSG00000196655","22","5","5","10","5","5","0","0","0","0","0","0","0","0","0","0","0","0","9","11","7","8","7","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000196659","10","10","10","9","8","8","12","12","11","9","9","9","10","9","8","5","5","4","9","11","7","8","7","6","7","7","6","8","7","7","7","7","6","6","5","5","7","6","6","5","4","3","1","1","1","1","1","1","12","11","9","9","9","7","9","9","8","7","8","7","12","9","9","7","7","6"
"ENSG00000178187","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","2","2","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","2","1","1","2","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000159593","3","4","4","3","4","4","8","8","6","2","2","2","6","5","5","0","0","0","2","2","3","15","12","7","4","3","4","4","3","3","3","3","3","2","2","1","5","3","1","3","3","1","8","7","7","3","2","2","8","8","6","2","3","2","4","3","4","2","2","2","8","6","6","0","0","0"
"ENSG00000159592","1","1","1","1","1","1","2","1","1","1","1","1","3","3","1","2","2","1","34","27","18","4","1","1","11","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000159596","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","13","11","14","11","10","3","1","1","2","1","1","13","11","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000005436","11","2","2","2","2","2","2","1","1","1","1","1","5","1","2","2","2","1","8","10","4","6","4","4","9","4","3","3","6","6","4","5","5","1","1","2","6","5","5","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0"
"ENSG00000161298","1","1","1","1","1","1","3","3","3","3","3","3","0","0","0","0","0","0","3","3","2","2","2","2","3","1","1","2","1","1","1","1","1","4","3","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000037241","2","2","2","2","2","2","1","1","1","1","1","1","2","1","2","2","2","1","1","1","1","4","1","1","1","2","2","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","20","5","5","6","2","5","11","10","8","4","5","2","4","3","4","2","2","2","4","4","4","3","3","3"
"ENSG00000134308","11","2","2","2","2","2","28","4","5","1","1","1","20","17","1","2","2","1","2","2","3","9","6","3","8","3","4","6","3","3","3","3","3","0","0","0","11","9","7","0","0","0","7","4","4","5","5","4","5","5","4","6","6","4","5","5","3","5","5","4","11","3","3","4","4","1"
"ENSG00000179583","15","11","11","11","9","9","21","14","12","10","10","10","12","11","9","0","0","0","20","14","10","18","15","12","2","1","1","2","1","1","6","4","1","7","6","4","1","1","1","3","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000183785","5","7","7","7","3","3","7","6","4","7","7","7","14","10","4","0","0","0","8","10","4","3","2","2","3","1","1","5","1","1","13","11","9","3","3","1","3","1","1","4","2","1","2","3","3","2","3","3","2","2","2","5","2","3","2","2","2","3","3","1","2","2","2","1","1","1"
"ENSG00000183783","6","8","8","6","7","6","9","9","9","8","8","8","9","8","7","6","6","5","14","12","9","5","3","3","12","8","7","11","8","8","15","4","1","10","9","8","12","10","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000183780","2","2","2","2","2","2","2","1","1","1","1","1","5","1","2","2","2","1","4","4","5","3","2","2","2","1","1","2","1","1","6","4","1","2","2","1","1","1","1","3","3","1","1","1","1","1","1","1","1","1","1","5","2","3","2","2","2","3","3","1","2","2","2","2","2","2"
"ENSG00000198121","1","1","1","1","1","1","3","3","3","3","3","3","4","4","1","1","1","1","30","23","16","1","1","1","6","4","3","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","2","3","3","2","3","3","3","3","3","11","2","3","3","4","5","4","4","3","1","1","1","5","5","4"
"ENSG00000124357","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","4","1","1","11","2","2","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000175782","1","1","1","1","1","1","2","1","1","5","5","5","4","4","1","1","1","1","18","15","3","11","6","3","8","3","4","6","3","3","0","0","0","0","0","0","0","0","0","0","0","0","8","7","7","0","0","0","8","8","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000179632","3","4","4","3","4","4","13","7","8","2","2","2","6","5","5","1","1","1","2","2","3","11","6","3","4","3","4","4","3","3","3","3","3","2","2","1","5","3","1","7","3","1","4","2","2","4","4","2","2","2","2","2","3","2","2","2","2","3","3","1","2","2","2","2","2","2"
"ENSG00000179630","23","12","12","12","10","10","17","3","3","3","3","3","4","4","1","1","1","1","1","1","1","1","1","1","6","4","3","1","2","2","2","2","2","1","1","2","2","2","2","1","1","2","2","3","3","2","3","3","3","3","3","1","1","1","3","4","5","1","1","1","1","1","1","5","5","4"
"ENSG00000255571","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","4","4","3","10","7","6","7","5","5","10","6","5","10","5","5","2","2","2","1","1","2","2","2","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000167434","1","1","1","1","1","1","1","1","1","1","1","1","19","16","6","2","2","1","3","3","2","2","2","2","26","1","1","2","1","1","1","1","1","12","10","4","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ENSG00000089818","4","3","3","4","3","3","4","2","2","2","2","2","1","2","3","3","3","2","5","5","2","3","2","2","2","1","1","2","1","1","1","1","1","2","2","1","1","1","1","3","3","1","3","2","2","3","2","2","4","4","2","4","5","2","2","2","2","2","2","2","4","4","4","3","3","3"
"ENSG00000176783","5","7","7","5","6","7","10","10","4","7","7","7","0","0","0","0","0","0","22","17","12","3","2","2","2","1","1","2","1","1","6","4","1","2","2","1","1","1","1","3","3","1","13","1","1","4","4","2","2","2","2","3","4","5","1","1","1","1","1","1","2","2","2","2","2","2"
